Gene,41-1Ti9,E101,E1167,HS,H120,TA054,TA249,TA280,TA447,M114,E1114,MG1655,ROAR8,JJ1886,UTI89,S88
accD,8.69323107096312,8.70173076716466,9.12281534978512,8.92654506664254,8.99805467042979,8.84500629402441,8.33353679178334,8.87796511181135,9.18772849719466,8.86318913471955,8.77965359103215,8.11808338893031,8.40586185226556,8.39495586989363,8.07423661120289,8.23674564853421
aceA,3.35077684154824,3.7691748532687,2.68548559091901,2.62156919453593,3.11275032206198,3.01444156758077,2.95435665183587,3.24689274888387,2.67743351242657,3.72665788210468,2.7504765840761,8.24150068575789,3.23467673965041,3.23186004887539,3.34966284440389,3.567556559624
aceB,2.80393953313275,2.6502971466421,3.14496382145867,2.97194362046768,3.22597322047807,3.10331900200884,2.04739769200613,2.39889436017084,2.30343369918381,2.89740443157619,3.22073280371682,8.19251073704091,2.48078346527302,2.17069169251455,2.13564295168809,2.38423209066462
aceE,11.0385006902364,9.70334258172262,10.335971830094,10.8082752455806,10.5452916173886,9.96743644235456,10.9083578112556,10.6448221921378,10.5699748024459,10.5528988511509,9.66937171104819,10.1734703701014,10.3001035284102,10.2832401831386,10.1068446948546,10.3526675179186
aceF,9.58046717271655,8.43380522286344,9.07386596165066,9.62623014860989,9.39812642927158,8.88477915543845,9.70160549562651,9.32506451476675,9.42711188284724,9.27178333212069,8.08787114545248,8.58695705706771,8.92897812286585,8.49388306839948,8.73356659940166,9.26998754432503
ackA,9.62118755462543,8.72232717876331,9.36074983147809,9.90828456539333,9.32861216631274,8.91868267901384,9.67186350978174,9.23825211423903,9.70842199430797,9.22549386302622,9.00290807458169,7.92147275234792,9.09505277315651,9.52950665951124,9.07546865881435,9.47934042437198
acnB,10.8600741743997,10.6874951816774,10.4532569036175,10.5106798904222,10.4995021283726,10.2773675904691,10.1238210519282,10.3620482780563,10.5690656480789,10.8688313143924,9.76582853850801,10.7256896609217,10.3027116852581,9.96809094729391,10.4192696943595,10.1143555507667
acpH,5.72625886421796,5.13507596767495,4.97523824546467,4.76532481769893,5.09915951916492,5.363015526322,5.85949219536055,7.54339631938245,5.29417761149756,7.27379066648512,4.93153731017863,4.31941395072592,4.31212239163119,4.69279612895368,6.58851271688948,6.57136144762275
acpP,11.9333623585589,12.0725194771516,12.2337691936368,12.2176883476896,12.0647274146813,12.2599349937094,12.1497235446293,12.0632507724024,12.5687824728066,12.0818463817207,11.7909152022564,12.0258050737997,12.0761559461764,12.0297703821109,11.8482099049585,12.2825489518028
acpS,4.81614869347799,4.87927787353619,4.76668921684923,4.18922984743421,4.32605546138159,4.47665817725584,4.75091840645514,5.11667738821058,4.9908813563465,4.44689637584107,4.13792796993417,5.20477425660887,6.07030854495305,5.1650586843162,5.08205339915033,5.83300189631845
acpT,5.79023710442956,6.73729822962601,6.29913872694287,6.42037622661684,6.23709139457423,6.74376159478651,5.92510145621735,5.01139057567318,6.34894964717704,5.32889867766497,6.69663730117685,5.24715438796054,5.59615282404184,5.24300751251577,5.46483198958839,5.44449588596205
acrA,8.22104576230282,8.04627223137008,8.00700139999837,7.89119111681569,8.05761238580648,8.40976430001,7.84128022609839,8.23188712386487,8.17179364889268,8.23264176007793,8.86001114116368,7.15553015496114,8.0721860824262,7.37259480334236,7.69967364337082,7.98215507656631
acrB,8.82219957491616,8.6729707585616,8.73278997260402,8.55115414998163,8.90356851151171,8.99084079401052,8.83416767388633,8.9168771828365,8.67939417171273,9.0156513411908,9.76729926877276,8.20133191607519,8.78132407270003,8.23944426842249,8.57815399619077,8.52437190755608
acrD,3.32803292269249,3.50157092199926,3.90500640385203,4.17134078398561,3.72338066880202,3.66762399915767,3.2750725475616,3.24572674438622,4.26493825287755,3.14470998712145,4.32363501416912,3.08647711383893,3.5092700254358,3.19148055790111,3.84675935694214,3.20961299499842
acrF,1.82125211688709,2.65766114190352,2.39382001010243,2.18017990048323,2.27805563284114,2.6043438564256,2.80106642298932,5.76732142109087,2.96523358781514,2.32453532923437,2.49333505951334,2.32240748182158,2.04628081134906,2.74554166215994,2.79097726451461,3.14256526668224
acrR,4.94085819693472,5.15291374423452,5.42288925840006,5.5841342011183,5.21568460497887,5.50970637647838,4.43708447739117,4.88946488356884,5.41913244818575,5.30951328168151,7.27681382209609,4.53761527374103,4.73572083906285,4.61613593578331,4.93405289255905,4.94791888425316
acrZ,5.25840137963861,5.45895190528471,5.45844355432388,5.35334542945538,5.48759956978255,6.13545749158591,5.37083231496463,6.11977082210718,6.18978956755993,5.00778836283227,5.50247397513129,5.64234340621432,5.11394380498352,5.46961532673435,5.61371564829815,5.65359045326326
actP,2.9355577547172,4.70097624138834,4.54923507088901,3.48787761585887,4.48559526908014,4.80078201766542,3.02131807030746,3.57715141755169,3.58919798839158,3.86417369217453,3.20028944898897,3.71713645931406,2.95048716857075,2.36448686131703,2.94716822271843,2.70277594078633
ada,5.11901178679058,5.34752612514345,6.12946936240005,4.47107667288242,4.80430258014525,6.17127523225219,5.52233307610163,5.2582214045793,4.35788997591577,5.33730947525505,6.30926885181516,5.47526024748176,5.19766623643874,4.61691536897555,5.68069695236425,5.48795284403834
adeD,4.93204066653384,5.55265740105924,5.1397281861108,5.16781908038281,5.64338463921803,5.18309030571948,4.42911470015347,4.86259751878544,5.21647692380139,5.42500584171461,5.47948362084421,5.61499077958266,5.13298682365519,4.76892871864553,5.19341201178038,5.10377305388799
adeP,6.17079403353329,6.5529697171728,6.9150210897795,7.02639349770397,6.45696947626717,7.05286661116954,5.28895144209944,6.43503918268927,7.00832842361454,6.01936987122945,6.3541154862081,4.42182991975804,6.89677654815479,6.32632077843901,5.56696161499693,5.92825750349831
adeQ,1.06048081514852,2.1646116776156,1.2259674802321,1.61059500883464,0.92930987804981,2.29079927706273,1.3783981717631,0.71466160388369,1.89833313231319,2.00080629050902,1.66857698209368,1.93912529474689,1.35096818195558,0.816586199442666,0.898542758167011,1.69163496444512
adhE,10.705670982145,10.1582941200108,9.7014414445505,9.22902062284252,9.75821397139641,9.63434171962383,11.3460053548281,10.4582256802371,10.4071865038244,10.7906626680896,10.2933481229291,11.6893492536347,10.6120992489606,12.1642974149555,11.5095139406519,11.7659284449132
adiA,2.42869899968555,2.44072369685957,2.3548314830662,2.49271566158075,2.55966450135269,2.46107176309381,2.25148840660923,2.65864512268431,2.09313786169955,2.03677674269693,2.82464269143965,2.81137447961017,3.60027055016735,1.94029592771527,2.62799606921473,3.00025496756038
adiC,2.19598354682351,2.6333165603439,2.26828046053867,2.22851633205667,2.96173022933435,2.71743832338156,2.52733673276022,3.84430786205633,1.46188728555559,2.17360126086047,3.19423861333793,2.54948127771841,3.4499752432774,2.10140884668121,3.04314379653561,3.59245045574207
adiY,6.75388110422095,7.42292746196654,5.80686897076525,4.66828052939623,6.85211661569115,5.30168018309348,6.31883215069783,5.51257649323355,3.35659211570742,6.07186874788735,7.61932026462107,7.3725828019987,7.18846233857183,6.06703328813705,7.20808717539349,7.11874046454459
adk,8.76095180818746,9.40580767904764,9.61870701590036,9.73205999247779,9.46108268728284,9.04808578628885,8.27577272152139,8.97766563104725,9.45931606207849,9.22269529577038,9.39968017967165,8.7557112396832,8.69823268391903,8.47824045517324,8.15814289202211,8.60053712964505
aegA,3.88781431001846,3.39396817335026,3.38409838153868,3.2834862219818,3.38115640198223,3.12974610935028,4.75161001147152,3.41053034516421,3.704854008539,3.43902978752385,3.31557515509441,2.26980861179568,4.30255298446741,4.74598385936713,5.02801982775166,5.52705103654743
aer,4.86679185183304,3.84214392942501,6.88206491166804,5.37424424978962,5.70043536657376,5.75074054172142,4.36099390303411,5.73690426929696,3.05595256877712,2.16192636141885,2.42547055740973,2.83325535606388,4.75415244843793,7.46364251637643,4.47496056136269,3.48857740083599
aes,3.16668964149131,3.7990384564655,2.96840976543447,3.09210923323512,3.05779864502398,3.40939526202418,3.04271727301009,3.26182363170088,3.86035083808211,3.05419262191412,2.6311544473216,4.59921916975639,3.07897937631617,2.48213188136483,2.98905921070895,3.03901664194461
agaB,2.54021524960639,2.18434365165325,1.38196176295623,1.6276907027423,2.745925814202,2.32968991569339,1.22442038822538,2.41223740223904,1.98300917212276,2.17025688802965,1.14126964051018,0.670851717187325,1.36643139905062,2.41512180525649,1.96434217005357,1.02878443257289
agaC,2.11569490991373,2.38034640708623,1.58697700557963,2.0936786156445,1.85913008785719,2.15292975227568,1.28740073325303,2.29036250544617,1.25344645843169,1.9715406279316,1.49009005442548,0.47741158926066,1.3998191235241,1.50410475466909,0.654409566689453,0.693494130676031
agaD,1.55286949209972,2.66401458997704,1.75027876973594,1.36377255510534,2.14727619167574,2.16977492005869,1.77189457403492,2.55625475073022,1.47436459495883,1.12843163362519,1.90870254082703,1.92117210597311,1.08677831130337,3.26981070067972,2.20049575348873,2.73094919645452
agaR,5.36214876859965,5.79306710248047,5.52228246999047,5.58740388234311,5.57835962971587,5.56454362866525,5.93815671731436,5.59737672408321,5.67112206923165,5.52210176152923,6.25966145237594,6.92250054978044,5.99408693531828,5.93113647183928,5.95163109647969,6.00351086073109
agaS,1.62048320411869,1.83277355702221,1.56226742485839,1.79273213217562,1.12347175459754,1.80735833300813,2.11880426319141,2.28395997068404,1.63317933521675,1.8490335992398,0.997052906407362,1.98511817061442,2.38065819624132,1.74257231412344,2.48912089089124,1.11824138953648
agaV,2.30194588536014,3.2812597638906,1.57297900404911,1.63385366331368,2.121300003848,1.75014985039413,2.30525092621228,2.68187073678446,2.29656445509252,1.57629035673594,2.17226937403596,4.63403437523935,2.35084165877054,2.19323580059954,3.48832321398806,3.6456757261211
agp,6.11215235353612,7.03550596553332,6.13959675943707,5.55005041114989,5.9245661567242,6.01920549157926,6.64517134213542,7.2148761200488,6.17752873547603,6.34708292204448,6.11506087382006,8.21005055047619,6.55256880954965,6.02447490584797,7.53534965462217,7.36116054944883
ahpC,12.0067947290726,12.332688368953,11.7863925571727,11.8208706726652,11.7709245196342,11.8060229944875,12.3788684943192,12.1794009755507,12.4020816120249,12.4435685124882,12.4730160393118,12.7904267088137,12.0713669706986,12.0576499082829,12.6368228552316,12.5850778054449
ahpF,8.41660388441859,8.3972292304267,7.95645675712153,7.75213916254659,7.89133571199714,8.25596701319794,7.98777529914342,7.88845756556123,8.38795290879745,8.61056167444335,8.03896503020682,8.81511956576157,8.2945451682811,8.06208572630925,8.08092940479865,8.29006065964681
ahr,4.64542046785924,5.82893334687629,3.41883290109185,5.64236522062916,5.47138713372017,6.46208662974046,4.37060800375433,5.68361356091702,5.81356594528962,5.29365944727583,6.67942133730064,5.35347309925614,5.50811427996544,2.32988270089307,2.13526738958294,5.36704525590053
aidB,3.98521426727291,5.12103214754332,3.5460311986226,3.30574671058111,4.30903968277484,4.59011511735195,3.75254631170918,3.76900054720247,3.54849430299665,3.90380649835572,4.93240737749951,4.84736824366219,3.70468729803923,2.18321821128644,4.16080949246847,4.956058925652
ais,5.75456015278509,4.75972170592189,5.10356461543908,5.07275568627415,5.19717882911975,4.97301214909443,5.22795801271062,5.13737246662799,4.03376834830065,6.85191734239081,0.995186745386155,0,6.90969919560325,3.97194705467866,3.60464760121069,3.07147892214117
alaA,5.97442290219108,6.17928670780902,6.2961172418101,6.03437446920517,6.0802463714312,6.37516837913808,5.72048039120189,5.95236077288705,5.99635401846556,6.64770717292607,6.94172358947969,5.70061733262247,6.20639978482378,6.39024557752166,5.92748642302228,6.01210788249606
alaC,6.29213163780846,6.03365972771217,6.20077633480368,5.42247237863649,5.69796256149726,6.38239815045355,5.55135793003818,5.81408218537241,5.74663467542864,6.19996015630618,6.20757145000065,6.42221270291554,6.01457123672585,6.20409678952241,6.31054581643323,6.60171296033767
alaE,6.84053540779752,6.73093232593539,5.8108023367369,5.99498797183302,1.8705282379887,6.97135668553382,7.0096650964614,6.77359700103242,6.86298960588652,6.00668804128683,6.5739863050503,7.59784638727006,6.15515848150931,4.42901251707347,6.59275087275964,6.49632170920536
alaS,9.25773859567371,9.18685075722125,9.3284965262052,9.46022127294442,9.25388127684289,9.24934590808046,8.95735551894553,9.22691433411231,9.55923836372945,9.26454785320156,9.62648523822817,8.79462936141089,9.1939552023846,9.19552167196432,9.10649701781542,9.0532244671636
aldB,3.04726765419331,3.76937530145728,2.73420691327387,2.83161742009421,3.81983457249342,3.85176889925328,3.2901243176786,3.42143764489102,3.38656212094847,3.13960647747393,4.01215228329537,4.21839140019099,3.65174887572905,1.86446036355392,3.27734902176811,4.12466812357265
alkA,2.32675933069013,2.74009501402335,1.99152500854365,2.23179358996192,2.3123167085329,3.48584076775524,2.33644984660688,3.1667321462231,2.62946522914908,2.63251770106811,3.59647967337122,3.73408621021345,3.03117300742454,1.76298029300192,2.82778947708403,3.20459980132096
alkB,4.18414429364909,4.04010014845732,5.46168848308652,3.9938792525095,3.93771642026479,4.84987256666761,4.66221054091352,4.06835563170004,3.72920145576855,4.03488903869051,5.45445874200691,4.45936645364863,3.7476020669033,3.57129967656511,4.14614448599524,4.05231481163727
allA,3.39421842815374,2.83330094596083,4.14411592661244,2.23682276473116,3.57175859674037,2.43672827047896,3.35615528836391,3.70388176611875,3.35263247373158,3.82157430344745,2.48266405499341,3.246112001808,2.69052835327848,3.61134899383786,3.12499521721483,4.0659882084257
allB,2.84506769049708,3.53027133488366,2.64392646978867,2.22036596294232,3.4558091711818,2.79667543229266,2.3930906210833,2.6441100971245,2.4479082652488,2.62605041499048,4.47119662653999,2.80997187416069,2.78290958143821,2.32818457623369,2.86014642372358,2.60897472012337
allE,5.64979670265259,5.4603992731721,5.33491569144636,4.48878413512633,4.91439642498081,5.1254118331931,4.51734556668713,4.98686216537682,5.13140847992731,5.4990417833132,6.20199542780489,5.11698853977316,4.65314816395139,4.93927259814457,4.93053781914736,4.7560785416363
allR,6.40482180668822,7.00777676968597,5.63878407600528,6.53153439166812,6.41100499983286,7.15526943656401,6.17194872604002,6.51098690472142,6.92439019296765,6.69679184491158,7.12452539308042,6.90730380956336,6.42426923152466,6.23936996429748,5.71168687854059,5.784572113689
allS,1.96036844880428,2.47523337524518,2.19582580610189,1.29347640762613,1.48825796370481,2.03850555458924,2.05931371914735,1.80838864553116,2.18450651217565,2.60130474859043,2.19747927054699,2.68777118983462,1.92451179045446,1.97210422980636,1.92345313481294,2.35214818590387
alr,6.45179824553249,6.25218099981339,6.21541329780065,6.40840842803594,6.14467943201674,6.63099536750311,6.55402660417478,6.07086599104488,6.3218629383321,6.17653678773705,6.2752500829946,6.25430883781238,6.36810161129769,6.39911760391127,6.76356321746383,7.07803961414871
alx,3.25901186724894,4.02835470932207,4.28588362878841,4.55141354715196,4.27211252501131,4.32597718208906,3.29196195406769,4.01875402470321,4.18377306623703,3.87570515496969,4.64909254905987,3.19559784320851,3.7516468094165,3.30158537464542,3.70734452329653,3.88657602129411
amiA,6.04851160592774,5.74868260235364,5.87125460562257,5.62788094745537,5.63141361626262,5.93167630528458,5.22014749187166,5.37815248175416,6.14492889833097,5.87570511464655,6.35724900766048,5.42195100554898,5.52424212414676,5.20248527228663,5.28265005456081,5.37812381329079
amiB,5.8920093960131,6.22150053007556,6.1417857370594,6.31147197500459,5.85365662353137,6.41948314731461,5.83262441017887,5.9337641775013,6.49523915603405,5.77923565724632,6.57009941428694,5.59323580049627,5.74922900933824,5.63904921486528,6.09650463043966,6.3051602908724
amiC,6.43224420214674,6.21252863734413,6.79434643731675,7.01938463713302,6.90978056407234,6.94535906188474,5.76217480020312,6.25618923334391,6.9520756890328,6.93609724821103,7.20676726120975,5.91530010085411,5.66369405002676,6.74741933585375,5.63691830651738,5.62284528157278
amiD,5.42983416248015,6.23221796873748,5.74605449116429,5.76800381666144,6.02597584810625,6.23928817760001,5.70364494718842,5.36888060523427,4.87047947670542,5.90178470007144,6.41949162311051,6.87722992609506,5.34938247699749,5.82900449122109,6.37106352471056,6.43880480705681
ampC,5.67277733289679,4.87556474815462,5.54271423150604,5.36336551848139,6.29709137988863,4.84926561262765,4.98400896431014,4.64926012117438,5.49968412584062,6.01388235285164,5.179871858193,4.05080822109632,4.67644457487126,4.17333456904324,5.37219825509078,5.65671047446321
ampD,5.09941849582149,5.61838336552906,5.42746364346029,5.28280838113212,5.55575107605136,5.73633307959047,6.14884699925122,5.37937715567556,5.5452101563653,4.78780282744071,6.60547967490528,5.85262173384187,5.31122768351495,5.1591100036056,5.66458131256249,6.96643397087858
ampG,5.97028278197906,6.70992856495446,6.67555586135337,6.53428776715513,6.48951362012068,6.75763188050566,5.0859556375257,5.55558640118272,6.89624289601155,5.18192478900887,6.5438289971318,4.76978848134271,5.19789215184244,5.2859114219073,4.92548753519421,4.98157098036752
ampH,5.51844409652131,6.17374720852805,5.53218370237361,5.72489804082548,6.10913982021405,6.48775445675784,4.64096813678569,5.30131974387333,6.69801303310119,5.33006024466681,6.4452348417656,5.14503639283834,5.14138084485613,5.32908498784923,5.26087799745497,5.25637912273181
amtB,1.47779747039879,2.19195380925228,1.83983669309232,1.7329402952726,1.08044235269775,2.19841729329714,1.69119932461547,1.58630106721577,1.81359195405305,1.3545107382555,1.84136102271433,1.87005641695658,1.10622252284686,2.07462608075559,2.40674905122624,2.88900580698106
amyA,5.97775188435279,6.80113679081106,7.0986923681438,5.80339264631802,7.7137593168711,7.48807162394327,6.5176178428052,6.53619447554867,6.49166062793076,6.41055272096631,8.09027595013195,6.05882005151283,5.42215781246016,5.78611574008394,5.88629033189359,6.10994157783456
anmK,5.13481073246592,5.79770602756759,5.28404582525098,4.3317083954604,5.32184011559146,5.59528736253684,5.46111121140595,5.62353543435932,4.93600149269546,5.20191121480122,5.91653699047945,5.434004178384,5.43708879268832,5.41986077964412,5.93512452908599,6.21431032121997
ansB,9.76736672956811,9.04974251975353,8.36517642898864,8.24522043632627,8.48448182430668,7.85239636637054,10.2484667783759,9.47770664563081,9.38538738959489,9.15056175887387,7.76119416306928,5.08029823582616,9.33585328814711,10.1652605397658,11.1549436082006,11.7031627594193
ansP,5.17579498030989,5.32908078166431,5.75811873888562,6.63448103456759,6.17486387566461,5.57350254816513,4.46661647092866,5.18832145725658,5.60666596683697,5.3690339930232,5.72668370302917,2.64525511381672,3.98519929028808,4.58700140792802,4.243587479165,4.47806841741776
apaG,7.63468733341537,7.94868105247504,7.83153182390447,7.88914424150449,7.69493424414388,7.73715818580126,7.60806516949028,7.31735591217469,8.04971518655649,7.35573101245772,8.46887366246029,7.28705678245352,7.65232599236511,7.17091244525228,7.36241143284619,7.44716016036254
apaH,5.23624568970809,6.17291863589888,5.64611854895475,5.73368483232074,6.01170819500461,6.26291964810737,5.64737958846074,5.64038895458986,6.51103714841174,5.53110986401524,6.24235837872005,5.51079944290499,5.12780929076707,5.12399989361263,5.31905398681597,5.90767620847854
appA,3.47345374683191,3.74167545124718,2.90457327748837,2.78662560601353,2.93311856247897,3.43036996335407,2.43782848839428,3.21080317986122,3.16227612982431,3.21818349761137,5.03907680421057,3.575898357303,3.4399760233445,2.56301276106431,2.90774610843992,3.32656906014702
apt,8.36408230962821,9.206152758891,9.65586192790845,9.67632033913364,9.38577675291468,9.54536585591523,7.68138383455042,7.61608279588687,9.60770049286895,8.18702396868345,9.46855802254216,8.01810376934024,8.2273199399739,8.15237668145918,7.56432712228231,8.01179859836645
aqpZ,3.68919941301411,3.64858048563461,3.70475842966907,3.4153981005592,3.63346026872345,5.32185501731842,3.78250161021335,2.62872586552254,4.15915703246462,3.51867868992324,3.60357188545821,1.59868140418392,4.84359276600342,3.97787125205286,3.61725332925812,4.01706906636024
araA,2.10638165722732,3.03250491605417,2.68940728427349,2.67134655489291,2.44739079269327,2.75512174437579,2.84119955174768,2.57854805357535,3.11283065367166,1.95935406945231,3.08098764644681,3.62868291087019,2.49399616103774,2.05496854802899,2.61862551793121,2.84602678649843
araB,2.100036707089,3.31432072636745,1.9076676526659,1.55141066353371,2.39469223783905,2.83007910235656,2.21171889700416,2.00681080914411,2.78407036978985,2.54416516313294,2.708916740006,3.9946946059093,1.87010278659071,1.92145799790977,2.62661014652423,3.1017954692148
araC,4.67447314775736,5.7499308582982,4.79517019194787,4.78279495629571,4.89885760487323,5.51336174985274,5.29352403121259,6.7033534090195,5.20576263078183,5.04080351789118,5.4142534302605,6.9590609720808,5.46354965967311,5.79327399334208,5.28959275017583,5.76491062176325
araD,2.28309506431173,3.84431164371183,2.61756916467479,2.98582191718575,3.09723191498163,3.47362164975034,1.71813424007609,2.34305749601429,2.77874485266825,2.75205370110448,3.39274073422771,3.8672310103455,2.49955706259648,2.39036942691458,1.86874401429546,2.35861778931854
araE,2.95514497072931,3.0781995649861,3.70499445782726,2.28035933400638,3.19456038616959,3.42860796039026,2.62539002844769,2.68917336311202,2.91365121675236,3.2640732488589,3.57815672830449,4.02987818825185,2.3907905195007,2.99938275752249,3.08434861468065,3.17681978283442
araF,2.16388584867628,3.98623188048756,2.94620816593008,2.55242886446095,3.27717216800689,3.60366140416654,2.69170959406097,3.05139586254786,3.08639797947844,2.461422726189,3.55429683183859,5.00310675720424,2.26373053644287,3.02838463479765,3.22800899535673,3.58823214711031
araG,1.84663269732463,2.96524198172195,1.91873081411815,2.30701371598378,2.33450525652452,3.1707225899286,2.32133249671633,2.85084135256043,2.23855362348668,2.39926123466929,3.00417748450494,3.77346157226068,2.27782403177037,2.50541586417501,3.00136728360144,3.15734863689292
araJ,4.05857102256236,4.59497506217507,4.54525170980754,4.24955083559629,3.93272310897645,4.61595361236018,4.31714127101375,3.71588737372102,4.33920652055133,3.95195252776187,5.09542835203716,4.40940373102041,3.83556434837923,4.59836048213652,5.40491379839665,5.08095858288226
arcA,10.087907261377,10.3111685609599,10.3376654546387,10.3961293053526,10.2775223248197,10.4873297719377,10.2710785640589,9.90059591901326,10.3750408896132,9.97611837825862,10.6476837223923,10.0551901198233,10.1833589121222,10.3736303266804,10.7384971907759,11.0030547806586
arcB,5.82818223830934,5.84854619635472,5.51399436439472,5.58525285856595,5.52087289040124,5.97391623418742,6.4848836379137,6.33898056891554,5.92316050605839,5.78570290493854,5.51030093532209,6.58578689905129,6.56150167313704,6.12621722765415,6.47525001612634,6.59585234911209
arfA,5.22783514779667,4.2222807110332,4.17793573240468,5.08772703996097,4.24160786854159,5.14081690582001,4.66564550748434,3.66950234856107,4.64494955620127,4.90479767289984,4.71720707048366,5.00947490918741,4.94527446787878,4.78529414098643,5.74630177160439,5.95366026290088
arfB,6.57211397264094,6.36539490685514,6.51827374576154,6.57316423995441,6.60016857249474,6.20123176502985,6.25478990991481,5.86492016475187,6.25868161768006,5.91674956357555,6.93656613567604,5.37145517102062,6.11206229104825,5.93219972220156,6.13495052623373,6.32416068731597
argA,2.91234895493461,3.25090447996714,2.8660444719076,3.01985268466687,2.83439948122642,2.98858651624079,2.88321894414004,3.00850403027828,2.56930850476085,6.75247333081157,3.79924332627226,3.7896024827719,3.06203793945752,3.12276896398635,3.97491314984146,3.90397515388423
argB,3.50997372065876,4.02101563340573,3.41135968465178,3.47842402880047,3.51885479514048,3.60272832213971,3.63582424957572,3.57658251920216,3.33123838196665,3.24241422168267,3.86302635318569,4.07288363307684,2.75027489963191,2.89937428174968,3.9693073179799,4.06901186415234
argC,3.87940936812979,4.12149688304169,3.63637690754084,3.74628390366904,3.81609417474202,3.58872785534881,3.43677411658204,3.24042794647229,3.23418191890105,3.80334549656383,3.82400169066311,3.99024771819426,3.30125513833081,2.95573471739118,3.92926998282077,3.62718633518415
argD,4.13930222978833,4.22830674049087,4.68530256971209,5.1323889042301,4.24911987555834,4.12214299032067,3.47513350895412,4.5821931802854,4.38428403223432,4.15662603859182,5.50060901853531,4.29251608433107,3.98077553190451,3.76304448666888,3.88704397244808,3.84914782736701
argE,5.95797935008804,6.28663253563216,6.07698151083307,5.90150815177016,6.08388805556294,6.22287506705102,5.87179455985851,5.98803337848451,6.19867353900703,5.50312699192793,6.43001634440177,6.40545650814979,5.94519272262715,5.68865859955719,6.05083371929074,6.30224015276254
argG,5.09941849582149,6.01213465589791,5.40036076294486,5.17198068300815,5.90089443475069,6.22579197633723,4.84844497634383,5.15060898983602,5.29406348951745,5.00113888665212,6.26198732522262,5.65467114136536,5.23458434781048,4.40697632331894,5.57362907020326,5.68880925925012
argH,3.95348328861428,4.85796722859622,4.12255848211278,3.97141184897607,4.90674330392296,4.65571641216487,4.22351109229371,3.65889917944736,4.07915371495971,3.98442384758952,5.09051132434179,4.39014832584761,3.63761797670075,3.22990704413376,4.29574459667493,5.00390097829866
argO,4.83951176971572,5.92659828047183,5.04104031926161,4.52022648758718,4.53102437747349,5.30563210689369,5.2455974077423,5.05731318042836,5.21631147318946,4.89747021053709,5.36038141083895,5.57352567906373,5.61635647741152,5.96004292289148,6.23865548760182,6.46247524038389
argP,6.23190509709708,6.17835419125722,5.61449536859686,5.93100111752188,5.89005697105025,6.2104876878038,6.81061098166642,6.85798065329594,5.88481691127086,6.59457401762219,6.90705211901854,7.08108401687423,6.60930743033135,6.76838230576932,7.06243093062262,6.75996833902034
