ID,genotype,expression,hmdist,muteffect,shape,intercept,fitness
1,0_0_0_0_1_1_1_0_1_0,0.5313495252676717,3,0.026489526547866654,"6,0,4",0.3,0.6719446676873702
1,0_0_0_0_1_1_1_0_1_1,0.6791480545463934,2,-0.03251411882940149,"3,0,7",0.3,0.7754036381824754
1,0_0_0_0_1_1_1_1_0_0,0.547829590903534,5,-0.002457689887161535,"5,0,5",0.3,0.6834807136324738
1,0_0_0_0_1_1_1_1_0_1,0.6948178026526102,4,-0.05342631070708899,"3,0,7",0.3,0.7863724618568271
1,0_0_0_0_1_1_1_1_1_0,0.43117781984037684,4,0.05823656349142093,"8,0,2",0.3,0.6018244738882638
1,0_0_0_0_1_1_1_1_1_1,0.5750208925178771,3,-0.001361789584048151,"6,0,4",0.3,0.702514624762514
1,0_0_0_1_0_0_0_0_0_0,0.6489754662432545,4,-0.0456526362006788,"4,0,6",0.3,0.7542828263702781
1,0_0_0_1_0_0_0_0_0_1,0.7685138852160358,3,-0.07479779806424577,"2,0,8",0.3,0.837959719651225
1,0_0_0_1_0_0_0_0_1_0,0.7036357405876464,3,-0.10082383013793136,"4,0,6",0.3,0.7925450184113525
1,0_0_0_1_0_0_0_0_1_1,0.8364388902537058,2,-0.1342441448893608,"3,0,7",0.3,0.885507223177594
1,0_0_0_1_0_0_0_1_0_0,0.399471609815041,5,0.044590728690239195,"7,0,3",0.3,0.5796301268705286
1,0_0_0_1_0_0_0_1_0_1,0.4039392853662557,4,0.08152003122067822,"7,0,3",0.3,0.5827574997563789
1,0_0_0_1_0_0_0_1_1_0,0.5213881079618328,4,-0.04894968631986725,"5,0,5",0.3,0.66497167557328285
1,0_0_0_1_0_0_0_1_1_1,0.5391205142063253,3,-0.016295536677290508,"5,0,5",0.3,0.6773843599444277
1,0_0_0_1_0_0_1_0_0_0,0.5539530030854364,5,-0.028038931843509536,"5,0,5",0.3,0.6877671021598054
1,0_0_0_1_0_0_1_0_0_1,0.7204432037561521,4,-0.056689555929434234,"4,0,6",0.3,0.8043102426293065
1,0_0_0_1_0_0_1_0_1_0,0.504137010348858,4,-0.005572370963025997,"5,0,5",0.3,0.6528959072442007
1,0_0_0_1_0_0_1_0_1_1,0.6674820719479981,3,-0.04285272730449259,"5,0,5",0.3,0.7672374503635986
1,0_0_0_1_0_0_1_1_0_0,0.30725784874661255,6,0.08414692939972453,"8,0,2",0.3,0.5150804941226288
1,0_0_0_1_0_0_1_1_0_1,0.512891704416726,5,0.02010749231188237,"7,0,3",0.3,0.6590241930917082
1,0_0_0_1_0_0_1_1_1_0,0.32469807981243415,5,0.06824426920735409,"8,0,2",0.3,0.5272886558687039
1,0_0_0_1_0_0_1_1_1_1,0.5271867964109719,4,-0.004424900136029858,"6,0,4",0.3,0.6690307574876803
1,0_0_0_1_0_1_0_0_0_0,0.5940413539893462,3,-0.00613056215122198,"4,0,6",0.3,0.7158289477925424
1,0_0_0_1_0_1_0_0_0_1,0.7330991744390399,2,-0.047586422026685025,"2,0,8",0.3,0.813169422107328
1,0_0_0_1_0_1_0_0_1_0,0.8421292900737471,2,-0.1881049603946376,"2,0,8",0.3,0.8894905030516229
1,0_0_0_1_0_1_0_0_1_1,0.9944518412167189,1,-0.23383597315796312,"1,0,9",0.3,0.9961162888517032
1,0_0_0_1_0_1_0_1_0_0,0.477610395289716,4,-2.8304159498425684e-4,"6,0,4",0.3,0.6343272767028012
1,0_0_0_1_0_1_0_1_0_1,0.501597472317843,3,0.024335562923558825,"6,0,4",0.3,0.6511182306224901
1,0_0_0_1_0_1_0_1_1_0,0.549775248725577,3,-0.032302217324540576,"5,0,5",0.3,0.6848426741079039
1,0_0_0_1_0_1_0_1_1_1,0.587027056446982,2,-0.011958765693859941,"3,0,7",0.3,0.7109189395128874
1,0_0_0_1_0_1_1_0_0_0,0.34938799995933073,4,0.09926271032030345,"7,0,3",0.3,0.5445715999715315
1,0_0_0_1_0_1_1_0_0_1,0.6474024604890457,3,-0.0046278224318791585,"6,0,4",0.3,0.7531817223423319
1,0_0_0_1_0_1_1_0_1_0,0.49299966896276165,3,-0.005073933105376338,"5,0,5",0.3,0.6450997682739331
1,0_0_0_1_0_1_1_0_1_1,0.78786899042090075,2,-0.1175941981131006,"2,0,8",0.3,0.8515082932946305
1,0_0_0_1_0_1_1_1_0_0,0.23576574334909034,5,0.12705272722885708,"9,0,1",0.3,0.4650360203443632
1,0_0_0_1_0_1_1_1_0_1,0.572923858878203,4,-0.012226618525242877,"6,0,4",0.3,0.7010467012147421
1,0_0_0_1_0_1_1_1_1_0,0.2034543297039812,4,0.17267130631703675,"10,0,0",0.3,0.44241803079278685
1,0_0_0_1_0_1_1_1_1_1,0.5374673061615179,3,0.02476222830739515,"7,0,3",0.3,0.6762271143130625
1,0_0_0_1_1_0_0_0_0_0,0.6607231145789837,5,-0.0264743755709435,"3,0,7",0.3,0.7625061802052886
1,0_0_0_1_1_0_0_0_0_1,0.8156049023091488,4,-0.10261677602279015,"0,0,10",0.3,0.8709234316164041
1,0_0_0_1_1_0_0_0_1_0,0.4538568397543653,4,0.0644173518041381,"7,0,3",0.3,0.6176997878280557
1,0_0_0_1_1_0_0_0_1_1,0.6220033581778083,3,-0.016000201535570847,"5,0,5",0.3,0.7354023507244658
1,0_0_0_1_1_0_0_1_0_0,0.4510414795476664,6,0.06019315763473367,"7,0,3",0.3,0.6157290356833665
1,0_0_0_1_1_0_0_1_0_1,0.5370997956890948,5,0.013442220133850147,"6,0,4",0.3,0.6759698569823663
1,0_0_0_1_1_0_0_1_1_0,0.4404788909155286,5,7.670909445401664e-4,"6,0,4",0.3,0.60833522364087
1,0_0_0_1_1_0_0_1_1_1,0.5398019377502348,4,-0.050258999444205456,"1,0,9",0.3,0.6778613564251643
1,0_0_0_1_1_0_1_0_0_0,0.6359435154980415,6,-0.03793335101919833,"4,0,6",0.3,0.7451604608486291
1,0_0_0_1_1_0_1_0_0_1,0.7696601128338345,5,-0.07737196440647343,"2,0,8",0.3,0.838762078983684
1,0_0_0_1_1_0_1_0_1_0,0.32460097359245293,5,0.1305961311736192,"10,0,0",0.3,0.527220681514717
1,0_0_0_1_1_0_1_0_1_1,0.45517243185667,4,0.08252778553080257,"7,0,3",0.3,0.618620702299669
1,0_0_0_1_1_0_1_1_0_0,0.5055159560158686,7,0.01587481611959704,"7,0,3",0.3,0.653861169211108
1,0_0_0_1_1_0_1_1_0_1,0.6352770967504403,6,-0.024158504965879096,"5,0,5",0.3,0.7446939677253082
1,0_0_0_1_1_0_1_1_1_0,0.39047710030276045,6,0.03408650424713978,"6,0,4",0.3,0.5733339702119322
1,0_0_0_1_1_0_1_1_1_1,0.5170931019657563,5,-0.014576549093878104,"5,0,5",0.3,0.6619651713760294
1,0_0_0_1_1_1_0_0_0_0,0.6973586834364653,4,-0.04109197153680087,"2,0,8",0.3,0.7881510784055257
1,0_0_0_1_1_1_0_0_0_1,0.7147256400501455,3,-0.031050826069614824,"2,0,8",0.3,0.8003079480351019
1,0_0_0_1_1_1_0_0_1_0,0.6839200703518563,3,-0.07700344846788275,"5,0,5",0.3,0.7787440492462994
1,0_0_0_1_1_1_0_0_1_1,0.7145517576588143,2,-0.07123745588855891,"3,0,7",0.3,0.80018623036117
1,0_0_0_1_1_1_0_1_0_0,0.6207499461337315,5,-0.038820282665804146,"4,0,6",0.3,0.734524962293612
1,0_0_0_1_1_1_0_1_0_1,0.5692934311586749,4,6.123257523450887e-4,"5,0,5",0.3,0.6985054018110723
1,0_0_0_1_1_1_0_1_1_0,0.560435712790663,4,-0.036725110075447494,"4,0,6",0.3,0.692304998953464
1,0_0_0_1_1_1_0_1_1_1,0.5222439285088842,3,-0.0015676545451605351,"6,0,4",0.3,0.6655707499562189
1,0_0_0_1_1_1_1_0_0_0,0.5048644503691401,5,0.05035257137270209,"7,0,3",0.3,0.653405115258398
1,0_0_0_1_1_1_1_0_0_1,0.6558081187194376,4,-2.1341749024261778e-5,"4,0,6",0.3,0.7590656831036062
1,0_0_0_1_1_1_1_0_1_0,0.38694957020356074,4,0.09207884925935636,"7,0,3",0.3,0.5708646991424925
1,0_0_0_1_1_1_1_0_1_1,0.5347480994822824,3,0.03307520388208831,"5,0,5",0.3,0.6743236696375976
1,0_0_0_1_1_1_1_1_0_0,0.5075097886155506,6,0.019764894176817045,"6,0,4",0.3,0.6552568520308855
1,0_0_0_1_1_1_1_1_0_1,0.6544980003646268,5,-0.031203726643110358,"4,0,6",0.3,0.7581486002552387
1,0_0_0_1_1_1_1_1_1_0,0.34271928819151176,5,0.09949782158490986,"9,0,1",0.3,0.5399035017340582
1,0_0_0_1_1_1_1_1_1_1,0.4865623608690121,4,0.039899468509440705,"8,0,2",0.3,0.6405936526083085
1,0_0_1_0_0_0_0_0_0_0,0.5418950422316297,4,0.02818701713407854,"7,0,3",0.3,0.6793265295621407
1,0_0_1_0_0_0_0_0_0_1,0.6614334612044109,3,-9.58144729488386e-4,"6,0,4",0.3,0.7630034228430875
1,0_0_1_0_0_0_0_0_1_0,0.7074815483369099,3,-0.09883584925007173,"1,0,9",0.3,0.7952370838358369
1,0_0_1_0_0_0_0_0_1_1,0.8402846980029692,2,-0.1322561640015012,"0,0,10",0.3,0.8881992886020784
1,0_0_1_0_0_0_0_1_0_0,0.5172055064695156,5,-0.003828771238390527,"7,0,3",0.3,0.6620438545286609
1,0_0_1_0_0_0_0_1_0_1,0.5216731820207304,4,0.03310053129204831,"7,0,3",0.3,0.6651712274145113
1,0_0_1_0_0_0_0_1_1_0,0.4686712227312378,4,0.0248771129864562,"6,0,4",0.3,0.6280698559118665
1,0_0_1_0_0_0_0_1_1_1,0.48640362897573036,3,0.05753126262903292,"6,0,4",0.3,0.6404825402830112
1,0_0_1_0_0_0_1_0_0_0,0.5600684750545181,5,-0.02532417639681151,"4,0,6",0.3,0.6920479325381625
1,0_0_1_0_0_0_1_0_0_1,0.7265586757252339,4,-0.05397480048273635,"4,0,6",0.3,0.8085910730076638
1,0_0_1_0_0_0_1_0_1_0,0.6211787140788282,4,-0.07470928796322589,"2,0,8",0.3,0.7348250998551797
1,0_0_1_0_0_0_1_0_1_1,0.7845237756779682,3,-0.11198964430469234,"1,0,9",0.3,0.8491666429745777
1,0_0_1_0_0_0_1_1_0_0,0.538187641381794,6,-0.03539746841696486,"4,0,6",0.3,0.6767313489672557
1,0_0_1_0_0_0_1_1_0_1,0.7438214970519075,5,-0.099436905504807,"3,0,7",0.3,0.8206750479363352
1,0_0_1_0_0_0_1_1_1_0,0.38517709056254584,5,0.07094617062561805,"7,0,3",0.3,0.5696239633937821
1,0_0_1_0_0_0_1_1_1_1,0.5876658071610836,4,-0.0017229987177659722,"4,0,6",0.3,0.7113660650127585
1,0_0_1_0_0_1_0_0_0_0,0.5046994415065007,3,0.02673563992566099,"7,0,3",0.3,0.6532896090545505
1,0_0_1_0_0_1_0_0_0_1,0.6437572619561945,2,-0.014720219949802188,"6,0,4",0.3,0.7506300833693361
1,0_0_1_0_0_1_0_0_1_0,0.6125715197011345,2,-0.03398831725810989,"4,0,6",0.3,0.7288000637907941
1,0_0_1_0_0_1_0_0_1_1,0.7648940708441061,1,-0.07971933002143514,"2,0,8",0.3,0.8354258495908742
1,0_0_1_0_0_1_0_1_0_0,0.5445952574914399,4,-0.0061666054764210445,"5,0,5",0.3,0.6812166802440078
1,0_0_1_0_0_1_0_1_0_1,0.568582334519567,3,0.018451999042121976,"5,0,5",0.3,0.6980076341636968
1,0_0_1_0_0_1_0_1_1_0,0.6193358365530698,3,-0.06217224619367667,"3,0,7",0.3,0.7335350855871487
1,0_0_1_0_0_1_0_1_1_1,0.6565876442744746,2,-0.041828794562995805,"4,0,6",0.3,0.7596113509921322
1,0_0_1_0_0_1_1_0_0_0,0.39889788375731505,4,0.04969739167432789,"7,0,3",0.3,0.5792285186301205
1,0_0_1_0_0_1_1_0_0_1,0.69691234428703,3,-0.05419314107785463,"5,0,5",0.3,0.7878386410009209
1,0_0_1_0_0_1_1_0_1_0,0.40229369487097855,3,0.06661118930829324,"6,0,4",0.3,0.581605586409685
1,0_0_1_0_0_1_1_0_1_1,0.6971630163291176,2,-0.045909075699431,"4,0,6",0.3,0.7880141114303822
1,0_0_1_0_0_1_1_1_0_0,0.44160240183164395,5,0.03873764262456193,"5,0,5",0.3,0.6091216812821507
1,0_0_1_0_0_1_1_1_0_1,0.7787605173607565,4,-0.10054170312953792,"1,0,9",0.3,0.8451323621525295
1,0_0_1_0_0_1_1_1_1_0,0.4118667138123035,4,0.060369756725042474,"6,0,4",0.3,0.5883066996686124
1,0_0_1_0_0_1_1_1_1_1,0.7458796902698402,3,-0.08753932128459918,"3,0,7",0.3,0.8221157831888881
1,0_0_1_0_1_0_0_0_0_0,0.5944239565194978,5,0.024809099373698178,"6,0,4",0.3,0.7160967695636484
1,0_0_1_0_1_0_0_0_0_1,0.749305744249663,4,-0.05133330107814861,"4,0,6",0.3,0.8245140209747641
1,0_0_1_0_1_0_0_0_1_0,0.591527439201355,4,-0.01391819634767628,"4,0,6",0.3,0.7140692074409485
1,0_0_1_0_1_0_0_0_1_1,0.759673957624798,3,-0.0943357496873852,"1,0,9",0.3,0.8317717703373586
1,0_0_1_0_1_0_0_1_0_0,0.4540763963160915,6,0.0805643916166953,"8,0,2",0.3,0.6178534774212641
1,0_0_1_0_1_0_0_1_0_1,0.5401347124575199,5,0.0338134541158119,"4,0,6",0.3,0.6780942987202638
1,0_0_1_0_1_0_0_1_1_0,0.3466941995224125,5,0.10114715512954393,"9,0,1",0.3,0.5426859396656887
1,0_0_1_0_1_0_0_1_1_1,0.44601724635711865,4,0.05012106474079831,"8,0,2",0.3,0.6122120724499831
1,0_0_1_0_1_0_1_0_0_0,0.6828402534192622,6,-0.057774773962616155,"3,0,7",0.3,0.7779881773934836
1,0_0_1_0_1_0_1_0_0_1,0.8165568507550552,5,-0.0972133873498912,"1,0,9",0.3,0.8715897955285385
1,0_0_1_0_1_0_1_0_1_0,0.5754674690201492,5,-0.01886431486625457,"5,0,5",0.3,0.7028272283141044
1,0_0_1_0_1_0_1_0_1_1,0.7060389272843663,4,-0.06693266050907129,"3,0,7",0.3,0.7942272490990564
1,0_0_1_0_1_0_1_1_0_0,0.6217467687650002,7,-0.034878847786500584,"3,0,7",0.3,0.7352227381355001
1,0_0_1_0_1_0_1_1_0_1,0.751507909499572,6,-0.07491216887197687,"2,0,8",0.3,0.8260555366497004
1,0_0_1_0_1_0_1_1_1_0,0.409888304890351,6,0.06334167054408407,"7,0,3",0.3,0.5869218134232457
1,0_0_1_0_1_0_1_1_1_1,0.5365043065533469,5,0.01467861720306613,"5,0,5",0.3,0.6755530145873427
1,0_0_1_0_1_1_0_0_0_0,0.648798036905759,4,-0.030781947850033863,"4,0,6",0.3,0.7541586258340313
1,0_0_1_0_1_1_0_0_0_1,0.6661649935194391,3,-0.020740802382847756,"4,0,6",0.3,0.7663154954636073
1,0_0_1_0_1_1_0_0_1_0,0.5881870916769695,3,-0.003210334371028534,"7,0,3",0.3,0.7117309641738786
1,0_0_1_0_1_1_0_0_1_1,0.6188187789839277,2,0.0025556582082950307,"4,0,6",0.3,0.7331731452887493
1,0_0_1_0_1_1_0_1_0_0,0.5730358284494057,5,0.024086887363350667,"6,0,4",0.3,0.701125079914584
1,0_0_1_0_1_1_0_1_0_1,0.5215793134743493,4,0.06351949578149974,"8,0,2",0.3,0.6651055194320444
1,0_0_1_0_1_1_0_1_1_0,0.5889284944556343,4,-0.04004187406590305,"3,0,7",0.3,0.712249946118944
1,0_0_1_0_1_1_0_1_1_1,0.5507367101738556,3,-0.0048844185356160755,"5,0,5",0.3,0.6855156971216989
1,0_0_1_0_1_1_1_0_0_0,0.5951556001192634,5,-0.021768925663389206,"6,0,4",0.3,0.7166089200834843
1,0_0_1_0_1_1_1_0_0_1,0.7460992684695609,4,-0.07214283878511556,"2,0,8",0.3,0.8222694879286925
1,0_0_1_0_1_1_1_0_1_0,0.43006838780950374,4,0.08344044263335204,"8,0,2",0.3,0.6010478714666525
1,0_0_1_0_1_1_1_0_1_1,0.5778669170882254,3,0.02443679725608407,"6,0,4",0.3,0.7045068419617577
1,0_0_1_0_1_1_1_1_0_0,0.5986474672120545,6,2.4054348311350338e-4,"4,0,6",0.3,0.7190532270484382
1,0_0_1_0_1_1_1_1_0_1,0.7456356789611306,5,-0.050728077336813795,"4,0,6",0.3,0.8219449752727914
1,0_0_1_0_1_1_1_1_1_0,0.5100638661373129,5,0.013749536871595852,"5,0,5",0.3,0.657044706296119
1,0_0_1_0_1_1_1_1_1_1,0.6539069388148132,4,-0.045848816203873245,"3,0,7",0.3,0.7577348571703693
1,0_0_1_1_0_0_0_0_0_0,0.576375467063432,5,0.010930379884143132,"6,0,4",0.3,0.7034628269444023
1,0_0_1_1_0_0_0_0_0_1,0.6959138860362133,4,-0.018214781979423854,"3,0,7",0.3,0.7871397202253493
1,0_0_1_1_0_0_0_0_1_0,0.7042802365883364,4,-0.11853186915846775,"2,0,8",0.3,0.7929961656118354
1,0_0_1_1_0_0_0_0_1_1,0.8370833862543955,3,-0.15195218390989693,"1,0,9",0.3,0.8859583703780769
1,0_0_1_1_0_0_0_1_0_0,0.6180843474970695,6,-0.06689152979429759,"3,0,7",0.3,0.7326590432479486
1,0_0_1_1_0_0_0_1_0_1,0.622552023048284,5,-0.02996222726385836,"5,0,5",0.3,0.7357864161337988
1,0_0_1_1_0_0_0_1_1_0,0.5214113343979099,5,-0.019146971539940338,"5,0,5",0.3,0.664987934078537
1,0_0_1_1_0_0_0_1_1_1,0.5391437406424024,4,0.013507178102636352,"4,0,6",0.3,0.6774006184496817
1,0_0_1_1_0_0_1_0_0_0,0.4813530039056139,6,0.028544084241312356,"8,0,2",0.3,0.6369471027339297
1,0_0_1_1_0_0_1_0_0_1,0.6478432045763296,5,-1.0653984461230226e-4,"7,0,3",0.3,0.7534902432034307
1,0_0_1_1_0_0_1_0_1_0,0.5047815063495479,5,-0.023280409983562227,"3,0,7",0.3,0.6533470544446836
1,0_0_1_1_0_0_1_0_1_1,0.6681265679486879,4,-0.060560766325028735,"2,0,8",0.3,0.7676885975640815
1,0_0_1_1_0_0_1_1_0_0,0.525870586428641,7,-0.027335329084812142,"5,0,5",0.3,0.6681094105000487
1,0_0_1_1_0_0_1_1_0_1,0.7315044420987546,6,-0.09137476617265447,"4,0,6",0.3,0.8120531094691281
1,0_0_1_1_0_0_1_1_1_0,0.3247213062485113,6,0.0980469839872809,"8,0,2",0.3,0.5273049143739579
1,0_0_1_1_0_0_1_1_1_1,0.5272100228470489,5,0.025377814643897156,"6,0,4",0.3,0.6690470159929343
1,0_0_1_1_0_1_0_0_0_0,0.5368330193035955,4,0.012332824572752732,"6,0,4",0.3,0.6757831135125167
1,0_0_1_1_0_1_0_0_0_1,0.6758908397532893,3,-0.02912303530271037,"4,0,6",0.3,0.7731235878273025
1,0_0_1_1_0_1_0_0_1_0,0.6070233609178531,3,-0.050830515269478314,"5,0,5",0.3,0.7249163526424971
1,0_0_1_1_0_1_0_0_1_1,0.759345912060825,2,-0.09656152803280396,"3,0,7",0.3,0.8315421384425774
1,0_0_1_1_0_1_0_1_0_0,0.6431272514842863,5,-0.06637554213530084,"4,0,6",0.3,0.7501890760390004
1,0_0_1_1_0_1_0_1_0_1,0.6671143285124134,4,-0.041756937616757875,"4,0,6",0.3,0.7669800299586893
1,0_0_1_1_0_1_0_1_1_0,0.6697291011850344,4,-0.10334250882304608,"2,0,8",0.3,0.768810370829524
1,0_0_1_1_0_1_0_1_1_1,0.7069809089064392,3,-0.08299905719236518,"2,0,8",0.3,0.7948866362345074
1,0_0_1_1_0_1_1_0_0_0,0.2921796652735802,5,0.11772609704427801,"8,0,2",0.3,0.5045257656915061
1,0_0_1_1_0_1_1_0_0_1,0.5901941258032951,4,0.013835564292095476,"7,0,3",0.3,0.7131358880623065
1,0_0_1_1_0_1_1_0_1_0,0.2578937398068677,4,0.13220051201978286,"9,0,1",0.3,0.48052561786480735
1,0_0_1_1_0_1_1_0_1_1,0.5527630612650067,3,0.01968024701205869,"6,0,4",0.3,0.6869341428855047
1,0_0_1_1_0_1_1_1_0_0,0.4012825995436607,6,0.060960226688540425,"7,0,3",0.3,0.5808978196805625
1,0_0_1_1_0_1_1_1_0_1,0.7384407150727733,5,-0.07831911906555955,"3,0,7",0.3,0.8169085005509413
1,0_0_1_1_0_1_1_1_1_0,0.3234081821634385,5,0.10163101481853135,"8,0,2",0.3,0.5263857275144069
