intrcpt,expression,muteffect,shape
0.3,0.7622508058988895,-0.13120225213350697,"1,0,9"
0.3,1,-0.2169937751465943,"0,0,10"
0.3,0.6144950414114522,-0.0283959989507434,"6,0,4"
0.3,0.7277043415976397,-0.13281165483006574,"2,0,8"
0.3,0.7075007950669338,-0.06274795154260474,"4,0,6"
0.3,0.7518552497696138,-0.12315561940847111,"1,0,9"
0.3,0.9944518412167189,-0.23383597315796312,"1,0,9"
0.3,0.7038975456882606,-0.13213538719013462,"3,0,7"
0.3,0.5567422179438148,-0.02209629983320623,"5,0,5"
0.3,0.6431272514842863,-0.06637554213530084,"4,0,6"
0.3,0.6250114993913245,-0.08764836057030957,"4,0,6"
0.3,0.6115296048196333,-0.06996656391878163,"4,0,6"
0.3,0.6851992837533499,-0.10789089687812688,"2,0,8"
0.3,0.6995771412537336,-0.13501114445771456,"1,0,9"
0.3,0.6422969534394322,-0.06016196063500147,"2,0,8"
0.3,0.639321759087599,-0.08121213669527255,"3,0,7"
0.3,0.6639197950429622,-0.08982545420859875,"4,0,6"
0.3,0.6094297138118474,-0.026816708454348043,"4,0,6"
0.3,0.7969969088992922,-0.1645604993841855,"2,0,8"
0.3,0.7157124092612627,-0.12227992162772858,"2,0,8"
0.3,0.7629767325454243,-0.13226951504313925,"2,0,8"
0.3,0.9944518412167189,-0.23383597315796312,"1,0,9"
0.3,0.6587123142000991,-0.055240281499543735,"4,0,6"
0.3,0.5615372310797865,-0.004889264284661332,"6,0,4"
0.3,0.6834854441414624,-0.08541986846566543,"3,0,7"
0.3,0.6275470656088333,-0.030188942490007913,"3,0,7"
0.3,0.7783019441868064,-0.11424620710019541,"2,0,8"
0.3,0.7147256400501455,-0.031050826069614824,"2,0,8"
0.3,0.8241790240321469,-0.15200544411727585,"0,0,10"
0.3,0.7134002914293509,-0.12358941007303016,"2,0,8"
0.3,0.6839200703518563,-0.07700344846788275,"5,0,5"
0.3,0.8104355219839015,-0.12864902245310392,"0,0,10"
0.3,0.6721660705109728,-0.11159416267175046,"4,0,6"
0.3,0.7622508058988895,-0.13120225213350697,"1,0,9"
0.3,0.7669706893463963,-0.1335420573933012,"1,0,9"
0.3,1,-0.2169937751465943,"0,0,10"
0.3,0.8364388902537058,-0.1342441448893608,"3,0,7"
0.3,0.3729251700963265,-0.0035362470628128697,"5,0,5"
0.3,0.8483755839827387,-0.13124022504459731,"0,0,10"
0.3,0.8370833862543955,-0.15195218390989693,"1,0,9"
0.3,0.7618748754531951,-0.11833899876633688,"2,0,8"
0.3,0.6245959582910985,-0.030553857023859175,"3,0,7"
0.3,0.751507909499572,-0.07491216887197687,"2,0,8"
0.3,0.6250114993913245,-0.08764836057030957,"4,0,6"
0.3,0.8018829301540631,-0.1128651814410623,"1,0,9"
0.3,0.7038975456882606,-0.13213538719013462,"3,0,7"
0.3,0.6699734863699104,-0.043843731731792145,"3,0,7"
0.3,0.7548118307018223,-0.12198204991446711,"1,0,9"
0.3,0.8421292900737471,-0.1881049603946376,"2,0,8"
0.3,0.7691926582829857,-0.10052615390266663,"1,0,9"
0.3,0.4692993816470553,0.010892956507167461,"8,0,2"
0.3,0.6011299748058203,-0.04605468116498559,"4,0,6"
0.3,0.7265586757252339,-0.05397480048273635,"4,0,6"
0.3,0.7075007950669338,-0.06274795154260474,"4,0,6"
0.3,0.5881870916769695,-0.003210334371028534,"7,0,3"
0.3,0.5944239565194978,0.024809099373698178,"6,0,4"
0.3,0.8902977985471324,-0.17153911929675883,"1,0,9"
0.3,0.612146513485901,-0.016165787139442687,"4,0,6"
0.3,0.7470643508677184,-0.11591548719104741,"2,0,8"
0.3,0.6062742829474598,0.008018304395720138,"6,0,4"
0.3,0.9322689454850116,-0.18318352082459022,"1,0,9"
0.3,0.7194028753209695,-0.09999634603444359,"3,0,7"
0.3,0.5228894807363483,-0.013438979152474762,"4,0,6"
0.3,0.6267040061576903,-0.0897420946463988,"3,0,7"
0.3,0.597176851959849,-0.0669255804597385,"3,0,7"
0.3,0.7400983175370808,-0.15215442856406253,"2,0,8"
0.3,0.5651512397738401,-0.04642509787723643,"4,0,6"
0.3,0.7787605173607565,-0.10054170312953792,"1,0,9"
0.3,0.6596178490148864,-0.0521359905762514,"3,0,7"
0.3,0.5431452263569398,-0.00411660828295099,"5,0,5"
0.3,0.5853027780990173,-0.032846356590740956,"5,0,5"
0.3,0.5213881079618328,-0.04894968631986725,"5,0,5"
0.3,0.6851992837533499,-0.10789089687812688,"2,0,8"
0.3,0.8173140492253296,-0.1662809346469751,"0,0,10"
0.3,0.5434037596420364,-0.05471536446543311,"3,0,7"
0.3,0.6365095386957836,-0.049758297644876125,"4,0,6"
0.3,0.7951316329898057,-0.14420463397844577,"0,0,10"
0.3,0.6223595744595907,-0.06488848460121102,"3,0,7"
0.3,0.572147099838305,-0.05499248780289396,"3,0,7"
0.3,0.45400707261588374,-0.008225809100014464,"5,0,5"
0.3,0.470455668626586,-0.01905451379523157,"5,0,5"
0.3,0.6617927995650157,-0.12331785156217046,"2,0,8"
0.3,0.6649157605790819,-0.05277644108783777,"2,0,8"
0.3,0.5754674690201492,-0.01886431486625457,"5,0,5"
0.3,0.6752431297566409,-0.10322224615791847,"3,0,7"
0.3,0.7795159819980452,-0.11031736779057658,"1,0,9"
0.3,0.6207499461337315,-0.038820282665804146,"4,0,6"
0.3,0.7315044420987546,-0.09137476617265447,"4,0,6"
0.3,0.5510065900596534,-0.07327721889594345,"4,0,6"
0.3,0.8921666391388442,-0.14757550539687722,"1,0,9"
0.3,0.43818749026612003,0.017069019276992947,"5,0,5"
0.3,0.6827892960753492,-0.08867543454114056,"4,0,6"
0.3,0.7838792796772784,-0.0942816052841562,"4,0,6"
0.3,0.586595203713131,-0.00830780344221892,"5,0,5"
0.3,0.8007610742341422,-0.14396280793868332,"0,0,10"
0.3,0.6697291011850344,-0.10334250882304608,"2,0,8"
0.3,0.48038258636727926,0.027559937195967648,"7,0,3"
0.3,0.42686013168359593,0.03261775162719515,"6,0,4"
0.3,0.5368330193035955,0.012332824572752732,"6,0,4"
0.3,0.5896417195550859,-0.015503782529407567,"4,0,6"
0.3,0.7074815483369099,-0.09883584925007173,"1,0,9"
0.3,0.7478755577278039,-0.13503769702156226,"2,0,8"
0.3,0.5258794098973008,-0.02383554164358897,"6,0,4"
0.3,0.674912180223056,-0.08728557014259908,"3,0,7"
0.3,0.6428806716835591,-0.07967568202752001,"3,0,7"
0.3,0.8356402973689022,-0.13508201407290737,"1,0,9"
0.3,0.6179412889165762,-0.03720447954360099,"3,0,7"
0.3,0.6737922742500244,-0.08994099404001807,"3,0,7"
0.3,0.6587123142000991,-0.055240281499543735,"4,0,6"
0.3,0.7074815483369099,-0.09883584925007173,"1,0,9"
0.3,0.6839200703518563,-0.07700344846788275,"5,0,5"
0.3,0.6574211586209752,-0.04627806319111026,"5,0,5"
0.3,0.6880150621320276,-0.08789583235745188,"1,0,9"
0.3,0.7601926126809565,-0.14309983635371457,"1,0,9"
0.3,0.6973586834364653,-0.04109197153680087,"2,0,8"
0.3,0.7400983175370808,-0.15215442856406253,"2,0,8"
0.3,0.6587123142000991,-0.055240281499543735,"4,0,6"
0.3,0.5800888444337516,-0.06565142122374318,"4,0,6"
0.3,0.5046994415065007,0.02673563992566099,"7,0,3"
0.3,0.8356402973689022,-0.13508201407290737,"1,0,9"
0.3,0.6973586834364653,-0.04109197153680087,"2,0,8"
0.3,0.46329679775543664,-0.012700107531419008,"5,0,5"
0.3,0.5520528034085648,-0.026233875935806828,"3,0,7"
0.3,0.547298937623792,-0.04752134672498702,"2,0,8"
0.3,0.735573318061147,-0.09282350681805215,"4,0,6"
0.3,0.6296147767952355,-0.07811213343812919,"2,0,8"
0.3,0.9411156748556528,-0.16884088592648364,"0,0,10"
0.3,0.6737922742500244,-0.08994099404001807,"3,0,7"
0.3,0.5335797855910898,-0.05171288129925508,"4,0,6"
0.3,0.7239473591901447,-0.14165860096197685,"0,0,10"
0.3,0.7060389272843663,-0.06693266050907129,"3,0,7"
0.3,0.5176031067458913,0.0010588594397658246,"4,0,6"
0.3,0.8165568507550552,-0.0972133873498912,"1,0,9"
0.3,0.7959170919666984,-0.14533182487891916,"1,0,9"
0.3,0.6326684742343406,-0.08190719248163345,"2,0,8"
0.3,0.5016521574714027,0.02949707729243911,"5,0,5"
0.3,0.8476774488570286,-0.17126276238326915,"1,0,9"
0.3,0.6250114993913245,-0.08764836057030957,"4,0,6"
0.3,0.8104355219839015,-0.12864902245310392,"0,0,10"
0.3,0.7959170919666984,-0.14533182487891916,"1,0,9"
0.3,0.809066680196136,-0.1427472425426784,"2,0,8"
0.3,0.6558081187194376,-2.1341749024261778e-5,"4,0,6"
0.3,0.7055900524546264,-0.1342291212662238,"2,0,8"
0.3,0.6957157714411245,-0.10760958329870035,"5,0,5"
0.3,0.7378413796061508,-0.043345126711767046,"4,0,6"
0.3,0.9944518412167189,-0.23383597315796312,"1,0,9"
0.3,0.8483755839827387,-0.13124022504459731,"0,0,10"
0.3,0.6107594790665589,-0.037665411134793825,"4,0,6"
0.3,0.7541206789727805,-0.07265652780182914,"3,0,7"
0.3,0.7321205149088064,-0.10574895686657346,"2,0,8"
0.3,0.6737922742500244,-0.08994099404001807,"3,0,7"
0.3,0.6297931676932794,-0.06652706621753393,"4,0,6"
0.3,0.8104355219839015,-0.12864902245310392,"0,0,10"
0.3,0.6422969534394322,-0.06016196063500147,"2,0,8"
0.3,0.7277043415976397,-0.13281165483006574,"2,0,8"
0.3,0.6253120892667885,-0.08686171640330898,"3,0,7"
0.3,0.5398019377502348,-0.050258999444205456,"1,0,9"
0.3,0.5549552373436453,0.017501633060788436,"7,0,3"
0.3,0.6489754662432545,-0.0456526362006788,"4,0,6"
0.3,0.7230520514758867,-0.07841046063560783,"2,0,8"
0.3,0.464187722800335,0.005674720658786903,"6,0,4"
0.3,0.7456356789611306,-0.050728077336813795,"4,0,6"
0.3,0.46329679775543664,-0.012700107531419008,"5,0,5"
0.3,0.9411156748556528,-0.16884088592648364,"0,0,10"
0.3,0.7618748754531951,-0.11833899876633688,"2,0,8"
0.3,0.7042802365883364,-0.11853186915846775,"2,0,8"
0.3,0.4648192376892796,-8.282016247046942e-4,"6,0,4"
0.3,0.751507909499572,-0.07491216887197687,"2,0,8"
0.3,0.6393041218164331,-0.02893009720760073,"4,0,6"
0.3,0.569243047265955,-0.016209488483429478,"4,0,6"
0.3,0.7701790070164359,-0.14026758429145667,"1,0,9"
0.3,0.8421292900737471,-0.1881049603946376,"2,0,8"
0.3,0.6825204239525389,-0.10532510312728333,"2,0,8"
0.3,0.5778669170882254,0.02443679725608407,"6,0,4"
0.3,0.5654484071659481,-0.004587558110384282,"5,0,5"
0.3,0.6115296048196333,-0.06996656391878163,"4,0,6"
0.3,0.625204669926382,0.0036958183728249437,"4,0,6"
0.3,0.709489256566575,-0.03873944753037821,"5,0,5"
0.3,0.7419812198987361,-0.08000458879254017,"2,0,8"
0.3,0.6671143285124134,-0.041756937616757875,"4,0,6"
0.3,0.6205342180781385,-0.05700124894268972,"5,0,5"
0.3,0.6397237571533264,-0.04504922320475856,"5,0,5"
0.3,0.809066680196136,-0.1427472425426784,"2,0,8"
0.3,0.6723026055021799,-0.10520762193322834,"1,0,9"
0.3,0.5702806725037367,-0.023092665942698192,"5,0,5"
0.3,0.6137735138844737,-0.01946908595227368,"2,0,8"
0.3,0.7340334603842334,-0.05754116081431034,"5,0,5"
0.3,0.9322689454850116,-0.18318352082459022,"1,0,9"
0.3,0.5750208925178771,-0.001361789584048151,"6,0,4"
0.3,0.7230520514758867,-0.07841046063560783,"2,0,8"
0.3,0.7578694119392307,-0.13196376949426555,"2,0,8"
0.3,0.7518552497696138,-0.12315561940847111,"1,0,9"
0.3,0.8421292900737471,-0.1881049603946376,"2,0,8"
0.3,0.8413487628303236,-0.15027373876715214,"2,0,8"
0.3,0.8007610742341422,-0.14396280793868332,"0,0,10"
0.3,0.6270503011973158,-0.03265627131444301,"3,0,7"
0.3,0.5307738894795748,-0.010073772946750048,"5,0,5"
0.3,0.604124782270358,-0.003906513324492234,"6,0,4"
0.3,0.4820969109274152,0.04823600331079217,"8,0,2"
0.3,0.6948178026526102,-0.05342631070708899,"3,0,7"
0.3,0.759673957624798,-0.0943357496873852,"1,0,9"
0.3,0.7815122958726648,-0.1386914672729887,"0,0,10"
0.3,0.6132436611661863,-0.03444920258922148,"5,0,5"
0.3,0.7811244774773465,-0.08536013877285474,"2,0,8"
0.3,0.6296147767952355,-0.07811213343812919,"2,0,8"
0.3,0.9322689454850116,-0.18318352082459022,"1,0,9"
0.3,0.5611611781222504,0.00825406317287663,"6,0,4"
0.3,0.5661003751474475,-0.05777911771019013,"4,0,6"
0.3,0.6839809340839751,-0.10173869710934468,"2,0,8"
0.3,0.5672105555514154,-0.055391632105364096,"4,0,6"
0.3,0.6015142201829646,-0.041297271209742144,"5,0,5"
0.3,0.5765677293791446,-0.07442896946993735,"2,0,8"
0.3,0.8356402973689022,-0.13508201407290737,"1,0,9"
0.3,0.7014029660002173,-0.12117126717237503,"2,0,8"
0.3,0.8402846980029692,-0.1322561640015012,"0,0,10"
0.3,0.7558227331494767,-0.1070339096574151,"2,0,8"
0.3,0.6752431297566409,-0.10322224615791847,"3,0,7"
0.3,0.8007610742341422,-0.14396280793868332,"0,0,10"
0.3,0.5179685879468922,-0.019327367925348903,"5,0,5"
0.3,0.5342242815917795,-0.06942092031979118,"2,0,8"
0.3,0.8476774488570286,-0.17126276238326915,"1,0,9"
0.3,0.6719596654158582,-0.06531233834050114,"3,0,7"
0.3,0.7564726458762242,-0.11403176959578096,"3,0,7"
0.3,0.6253120892667885,-0.08686171640330898,"3,0,7"
0.3,0.6326684742343406,-0.08190719248163345,"2,0,8"
0.3,0.47142851028540145,0.02321638756539108,"7,0,3"
0.3,0.5883261274527812,-0.03361421625607203,"5,0,5"
0.3,0.6368263629643266,-0.07779289500790354,"3,0,7"
0.3,0.759345912060825,-0.09656152803280396,"3,0,7"
0.3,0.6134860764511042,-0.04272634512188893,"4,0,6"
0.3,0.7558227331494767,-0.1070339096574151,"2,0,8"
0.3,0.573612142686177,0.0034655130043345084,"6,0,4"
0.3,0.7691926582829857,-0.10052615390266663,"1,0,9"
0.3,0.7233520245354884,-0.12666198804127302,"1,0,9"
0.3,0.7204432037561521,-0.056689555929434234,"4,0,6"
0.3,0.5436533461041688,-0.05739822062645853,"2,0,8"
0.3,0.5756295924030204,-0.05746306367887125,"2,0,8"
0.3,0.6617927995650157,-0.12331785156217046,"2,0,8"
0.3,0.597176851959849,-0.0669255804597385,"3,0,7"
0.3,0.8396402020022796,-0.11454812498096516,"2,0,8"
0.3,0.5539530030854364,-0.028038931843509536,"5,0,5"
0.3,0.6428806716835591,-0.07967568202752001,"3,0,7"
0.3,0.7446745954683125,-0.09440179471708766,"3,0,7"
0.3,0.8173140492253296,-0.1662809346469751,"0,0,10"
0.3,0.6422969534394322,-0.06016196063500147,"2,0,8"
0.3,0.8173140492253296,-0.1662809346469751,"0,0,10"
0.3,0.7011116901285207,-0.10489642996813081,"2,0,8"
0.3,0.6474024604890457,-0.0046278224318791585,"6,0,4"
0.3,0.5876658071610836,-0.0017229987177659722,"4,0,6"
0.3,0.7629767325454243,-0.13226951504313925,"2,0,8"
0.3,0.5458532388325786,-0.03809067345874849,"4,0,6"
0.3,0.3867540149664179,0.01318725266165286,"6,0,4"
0.3,0.5713807310706976,0.027010358696648085,"7,0,3"
0.3,0.7878799724125274,-0.15258706869034275,"0,0,10"
0.3,0.5539530030854364,-0.028038931843509536,"5,0,5"
0.3,0.7038975456882606,-0.13213538719013462,"3,0,7"
0.3,0.4645177133451002,-0.010228337845607999,"5,0,5"
0.3,0.6262426897471812,-0.009217738321007918,"5,0,5"
0.3,0.6607231145789837,-0.0264743755709435,"3,0,7"
0.3,0.7240039999217932,-0.07300707196270902,"3,0,7"
0.3,0.7157124092612627,-0.12227992162772858,"2,0,8"
0.3,0.7391908545464191,-0.06685002953982419,"2,0,8"
0.3,0.6444263638151077,-0.06106752436843631,"2,0,8"
0.3,0.9944518412167189,-0.23383597315796312,"1,0,9"
0.3,0.78786899042090075,-0.1175941981131006,"2,0,8"
0.3,0.6975790078366135,-0.08368456820663488,"2,0,8"
0.3,0.6179412889165762,-0.03720447954360099,"3,0,7"
0.3,0.5998294585327483,-0.008103647807290231,"5,0,5"
0.3,0.8025450676825735,-0.147718301372817,"0,0,10"
0.3,1,-0.2169937751465943,"0,0,10"
0.3,0.6479686492972575,-0.009333468163283131,"4,0,6"
0.3,0.7815122958726648,-0.1386914672729887,"0,0,10"
0.3,0.8421292900737471,-0.1881049603946376,"2,0,8"
0.3,0.7157124092612627,-0.12227992162772858,"2,0,8"
0.3,0.8025450676825735,-0.147718301372817,"0,0,10"
0.3,0.6797490699727159,-0.09175022063124508,"4,0,6"
0.3,0.7470643508677184,-0.11591548719104741,"2,0,8"
0.3,0.6539069388148132,-0.045848816203873245,"3,0,7"
0.3,0.8173140492253296,-0.1662809346469751,"0,0,10"
0.3,0.6596178490148864,-0.0521359905762514,"3,0,7"
0.3,0.7460992684695609,-0.07214283878511556,"2,0,8"
0.3,0.49744611320740406,0.005219578920469714,"5,0,5"
0.3,0.7393195282946174,-0.0967747892373111,"3,0,7"
0.3,0.45046857076763264,0.0014831860845190004,"6,0,4"
0.3,0.6212235307106726,-0.035515351510162836,"4,0,6"
0.3,0.7478829131383522,-0.10112732161524327,"3,0,7"
0.3,0.7146589866469459,-0.09180161165732252,"2,0,8"
0.3,0.5873539177298202,-0.044802271097506376,"4,0,6"
0.3,0.5984941186566956,-0.003192874668871487,"6,0,4"
0.3,0.7969969088992922,-0.1645604993841855,"2,0,8"
0.3,0.7246595074003109,-0.10523318491355094,"2,0,8"
0.3,0.735573318061147,-0.09282350681805215,"4,0,6"
0.3,0.9322689454850116,-0.18318352082459022,"1,0,9"
0.3,0.8277358251943818,-0.1793586625736253,"0,0,10"
0.3,0.7046042777487912,-0.10147524726397941,"1,0,9"
0.3,0.7146589866469459,-0.09180161165732252,"2,0,8"
0.3,0.6393810499858261,-0.004114133415165544,"6,0,4"
0.3,0.8007610742341422,-0.14396280793868332,"0,0,10"
0.3,0.5986474672120545,2.4054348311350338e-4,"4,0,6"
0.3,0.6674820719479981,-0.04285272730449259,"5,0,5"
0.3,0.6132706202006465,-0.014286539803073595,"5,0,5"
0.3,0.589294974507252,-0.055889549374150485,"2,0,8"
0.3,0.5696930095822769,-0.01697898688985517,"6,0,4"
0.3,0.7490203540454776,-0.12549040193550137,"2,0,8"
0.3,0.759673957624798,-0.0943357496873852,"1,0,9"
0.3,0.7260610060651614,-0.10052401278764343,"2,0,8"
0.3,0.5299573479227138,0.014290802190901541,"7,0,3"
0.3,0.6973455094893968,-0.10469163427423177,"2,0,8"
0.3,0.7011116901285207,-0.10489642996813081,"2,0,8"
0.3,0.6389231386773333,-0.07362515811276615,"3,0,7"
0.3,0.6428806716835591,-0.07967568202752001,"3,0,7"
0.3,0.5893872769151045,-0.06657290534216442,"4,0,6"
0.3,0.7815122958726648,-0.1386914672729887,"0,0,10"
0.3,0.53265181909312,0.02790213376000712,"6,0,4"
0.3,0.5379528786751269,0.017474698590772757,"7,0,3"
0.3,0.6681265679486879,-0.060560766325028735,"2,0,8"
0.3,0.6639197950429622,-0.08982545420859875,"4,0,6"
0.3,0.7098244210307225,-0.06660869419035992,"4,0,6"
0.3,0.5192552839264917,-0.014330197906543541,"6,0,4"
0.3,0.7458796902698402,-0.08753932128459918,"3,0,7"
0.3,0.7969969088992922,-0.1645604993841855,"2,0,8"
0.3,0.5026035793779975,-0.012521494520248783,"5,0,5"
0.3,0.7991586749050563,-0.11055781656755817,"1,0,9"
0.3,0.6319013973101567,-0.052115327909965835,"3,0,7"
0.3,0.577964299813398,-7.964726185200777e-4,"5,0,5"
0.3,0.4813530039056139,0.028544084241312356,"8,0,2"
0.3,0.6525908227005854,-0.1009942809162692,"2,0,8"
0.3,0.6885443075675853,-0.10642136578255756,"2,0,8"
0.3,0.5358767646750925,-0.04979224879327851,"2,0,8"
0.3,0.6223595744595907,-0.06488848460121102,"3,0,7"
0.3,0.7438214970519075,-0.099436905504807,"3,0,7"
0.3,0.7564726458762242,-0.11403176959578096,"3,0,7"
0.3,0.7625263372031724,-0.0680500471189743,"1,0,9"
0.3,0.7685138852160358,-0.07479779806424577,"2,0,8"
0.3,0.5672105555514154,-0.055391632105364096,"4,0,6"
0.3,0.7878799724125274,-0.15258706869034275,"0,0,10"
0.3,0.7400983175370808,-0.15215442856406253,"2,0,8"
0.3,0.5203446896831186,0.0275474070457442,"6,0,4"
0.3,0.7629767325454243,-0.13226951504313925,"2,0,8"
0.3,0.7514916928868941,-0.08820666950378045,"2,0,8"
0.3,0.4999592061063272,0.005553166076804195,"5,0,5"
0.3,0.8277358251943818,-0.1793586625736253,"0,0,10"
0.3,0.8241790240321469,-0.15200544411727585,"0,0,10"
0.3,0.7134002914293509,-0.12358941007303016,"2,0,8"
0.3,0.809066680196136,-0.1427472425426784,"2,0,8"
0.3,0.5881870916769695,-0.003210334371028534,"7,0,3"
0.3,0.5027515181687023,-0.0159343829998016,"6,0,4"
0.3,0.47865655547478436,-0.008144380857405648,"6,0,4"
0.3,0.7068370523362203,-0.08112781022953568,"3,0,7"
0.3,0.7701790070164359,-0.14026758429145667,"1,0,9"
0.3,0.7490203540454776,-0.12549040193550137,"2,0,8"
0.3,0.4870618260835627,-0.006234914917808937,"4,0,6"
0.3,0.6565876442744746,-0.041828794562995805,"4,0,6"
0.3,0.762626071996078,-0.09793180607348893,"3,0,7"
0.3,0.7878799724125274,-0.15258706869034275,"0,0,10"
0.3,0.7418872218791095,-0.0814667989121235,"2,0,8"
0.3,0.7601926126809565,-0.14309983635371457,"1,0,9"
0.3,0.587981637899828,-0.03541215034158409,"3,0,7"
0.3,0.6237905838016609,-0.09012013025612053,"3,0,7"
0.3,0.7233520245354884,-0.12666198804127302,"1,0,9"
0.3,0.6516982252338128,-0.060863453294612437,"3,0,7"
0.3,0.7306944195641442,-0.14138970064326364,"1,0,9"
0.3,0.7315044420987546,-0.09137476617265447,"4,0,6"
0.3,0.6617927995650157,-0.12331785156217046,"2,0,8"
0.3,0.6140978842705612,-0.055474674458112716,"2,0,8"
0.3,1,-0.2169937751465943,"0,0,10"
0.3,0.5756063659669431,-0.08726577845879804,"2,0,8"
0.3,0.5687355179521977,0.01843220281345546,"6,0,4"
0.3,0.8921666391388442,-0.14757550539687722,"1,0,9"
0.3,0.6674983183572583,-0.09557141247924057,"3,0,7"
0.3,0.5697716119028104,-0.016552139103933456,"5,0,5"
0.3,0.8356402973689022,-0.13508201407290737,"1,0,9"
0.3,0.5702806725037367,-0.023092665942698192,"5,0,5"
0.3,0.6182534501529748,-0.050343587672033126,"5,0,5"
0.3,0.7336071723838696,-0.08597720117086535,"3,0,7"
0.3,0.6193358365530698,-0.06217224619367667,"3,0,7"
0.3,0.6676084256420536,-0.07280909188234086,"3,0,7"
0.3,0.7669706893463963,-0.1335420573933012,"1,0,9"
0.3,0.7011116901285207,-0.10489642996813081,"2,0,8"
0.3,0.7277043415976397,-0.13281165483006574,"2,0,8"
0.3,1,-0.2169937751465943,"0,0,10"
0.3,0.7152799732327049,-0.09600405260552075,"1,0,9"
0.3,0.8173140492253296,-0.1662809346469751,"0,0,10"
0.3,0.7490203540454776,-0.12549040193550137,"2,0,8"
0.3,0.7082324386666995,-0.10932597657969224,"3,0,7"
0.3,1,-0.2169937751465943,"0,0,10"
0.3,0.7438214970519075,-0.099436905504807,"3,0,7"
0.3,0.8173140492253296,-0.1662809346469751,"0,0,10"
0.3,0.5418950422316297,0.02818701713407854,"7,0,3"
0.3,0.7306944195641442,-0.14138970064326364,"1,0,9"
0.3,0.8025450676825735,-0.147718301372817,"0,0,10"
0.3,0.7558227331494767,-0.1070339096574151,"2,0,8"
0.3,0.5826389328936883,-0.02005253238239719,"8,0,2"
0.3,0.5657719554412671,-0.02204234136153892,"3,0,7"
0.3,0.6221727892168835,-0.006844510682432625,"3,0,7"
0.3,0.7458796902698402,-0.08753932128459918,"3,0,7"
0.3,0.5612397804427839,0.00868091095879846,"6,0,4"
0.3,0.5714237644746261,-0.04214486337732144,"4,0,6"
0.3,0.7969969088992922,-0.1645604993841855,"2,0,8"
0.3,0.7577992829331723,-0.16447391296294872,"1,0,9"
0.3,0.5756295924030204,-0.05746306367887125,"2,0,8"
0.3,0.5600684750545181,-0.02532417639681151,"4,0,6"
0.3,0.6723026055021799,-0.10520762193322834,"1,0,9"
0.3,0.8421292900737471,-0.1881049603946376,"2,0,8"
0.3,0.8902977985471324,-0.17153911929675883,"1,0,9"
0.3,0.5998294585327483,-0.008103647807290231,"5,0,5"
0.3,0.6373217551368027,-0.012995727900037996,"5,0,5"
0.3,0.5717842493828958,-0.03714216845135411,"4,0,6"
0.3,0.8007610742341422,-0.14396280793868332,"0,0,10"
